GEOGID,GEOGTYPE,GEOGDESC
E30061,ED,Bellanagare
E30062,ED,Buckill
E30063,ED,Carrowduff
E30064,ED,Castleplunket
E30065,ED,Castlereagh
E30066,ED,Castleteheen
E30067,ED,Cloonfower
E30068,ED,Coolougher
E30069,ED,Edmondstown
E30070,ED,Fairymount
E30071,ED,Frenchpark
E30072,ED,Kiltullagh
E30073,ED,Loughglinn
E30074,ED,Annaghmore
E30075,ED,Athleague East
E30076,ED,Athleague West
E30077,ED,Ballygarden
E30078,ED,Bumlin
E30079,ED,Cams
E30080,ED,Cloonfinlough
E30081,ED,Cloontuskert
E30082,ED,Cloonygormican
E30083,ED,Cloonyquin
E30084,ED,Creeve
E30085,ED,Cregga
E30086,ED,Drumdaff
E30087,ED,Dunamon
E30088,ED,Elia
E30089,ED,Elphin
E30090,ED,Fuerty
E30091,ED,Kilbride North
E30092,ED,Kilbride South
E30093,ED,Kilgefin
E30094,ED,Kilglass North
E30095,ED,Kilglass South
E30096,ED,Killavackan
E30097,ED,Killukin
E30098,ED,Kilteevan
E30099,ED,Lackan
E30100,ED,Lismaha
E30101,ED,Lissonuffy
E30102,ED,Mote
E30103,ED,Ogulla
E30104,ED,Roosky
E30105,ED,Roscommon Rural
E30106,ED,Roscommon Urban
E30107,ED,Rosmoylan
E30108,ED,Rossmore
E30109,ED,Scregg
E30110,ED,Strokestown
E30111,ED,Termonbarry
E30112,ED,Tulsk
E31001,ED,Sligo East
E31002,ED,Sligo North
E31003,ED,Sligo West
E31004,ED,Aghanagh
E31005,ED,Ballynashee
E31006,ED,Coolavin
E31007,ED,Cuilmore
E31008,ED,Drumrat
E31009,ED,Kilfree
E31010,ED,Killadoon
E31011,ED,Killaraght
E31012,ED,Kilmactranny
E31013,ED,Kilshalvy
E31014,ED,Shancough
E31015,ED,Templevanny
E31016,ED,Toomour
E31017,ED,Aughris
E31018,ED,Buncrowey
E31019,ED,Castleconor East
E31020,ED,Castleconor West
E31021,ED,Dromard East
E31022,ED,Dromard West
E31023,ED,Dromore
E31024,ED,Easky East
E31025,ED,Easky West
E31026,ED,Kilglass
E31028,ED,Rathmacurkey
E31029,ED,Skreen
E31030,ED,Templeboy North
E31031/31027,ED,Templeboy South / Mullagheruse
E31032,ED,Toberpatrick East
E31033,ED,Toberpatrick West
E31034,ED,Ballintogher East
E31035,ED,Ballintogher West
E31036,ED,Ballymote
E31037,ED,Ballynakill
E31038,ED,Ballysadare East
E31039,ED,Ballysadare West
E31040,ED,Bricklieve
E31041,ED,Calry
E31042,ED,Carney
E31043,ED,Carrickbanagher
E31044,ED,Cliffony North
E31045,ED,Cliffony South
E31046,ED,Collooney
E31047,ED,Drumcliff East
E31048,ED,Drumcliff West
E31049,ED,Drumcolumb
E31050,ED,Drumfin
E31051,ED,Glencar
E31052,ED,Kilmacowen
E31053,ED,Knockaree
E31054,ED,Lakeview
E31055,ED,Lisconny
E31056,ED,Lissadill East
E31057,ED,Lissadill North
E31058,ED,Lissadill West
E31059,ED,Riverstown
E31060,ED,Rossinver East
E31061,ED,Rossinver West
E31062,ED,Achonry East
E31063,ED,Achonry West
E31064,ED,Aclare
E31065,ED,Annagh
E31066,ED,Banada
E31067/31069,ED,Branchfield / Carrownaskeagh
E31068,ED,Breencorragh
E31070,ED,Cartron
E31072,ED,Cloonoghill
E31073,ED,Coolaney
E31074,ED,Glendarragh
E31075,ED,Kilmacteige
E31076,ED,Kilturra
E31077,ED,Leitrim
E31078/31071,ED,Loughill / Cloonacool
E31079,ED,Owenmore
E31080,ED,Streamstown
E31081,ED,Temple
E31082,ED,Tobercurry
E32001,ED,Cavan Urban
E32002,ED,Bailieborough
E32003,ED,Carnagarve
E32004,ED,Crossbane
E32005,ED,Drumanespick
E32006,ED,Enniskeen
E32007,ED,Killinkere
E32008,ED,Kingscourt
E32009,ED,Lisagoan
E32010,ED,Mullagh
E32011,ED,Shercock
E32012,ED,Skeagh
E32013,ED,Taghart
E32014,ED,Termon
E32015,ED,Ballyconnell
E32016,ED,Ballymagauran
E32017,ED,Bawnboy
E32019,ED,Bilberry
E32020,ED,Carn
E32021,ED,Diamond
E32022,ED,Doogary
E32023,ED,Kinawley
E32024,ED,Lissanover
E32025/32028,ED,Pedara Vohers / Tircahan
E32026,ED,Swanlinbar
E32027/32018,ED,Templeport / Benbrack
E32029,ED,Ballyjamesduff
E32030,ED,Castlerahan
E32031,ED,Kilbride
E32032,ED,Lurgan
E32033,ED,Munterconnaught
E32034,ED,Virginia
E32035,ED,Ardue
E32036,ED,Arvagh
E32037,ED,Ashfield
E32038,ED,Ballintemple
E32039,ED,Ballyhaise
E32040,ED,Ballymachugh
E32041,ED,Bellananagh
E32042,ED,Belturbet Urban
E32043,ED,Bruce Hall
E32044,ED,Butler's Bridge
E32045,ED,Canningstown
E32046,ED,Carrafin
E32047,ED,Castlesaunderson
E32048,ED,Cavan Rural
E32049,ED,Clonervy
E32050,ED,Cootehill Rural
E32051,ED,Cootehill Urban
E32052,ED,Corr
E32053,ED,Corraneary
E32054,ED,Crossdoney
E32055,ED,Crosskeys
E32056,ED,Cuttragh
E32057,ED,Denn
E32058,ED,Derrin
E32059,ED,Drumcarban
E32060,ED,Drumcarn
E32061,ED,Drung
E32062,ED,Graddum
E32063,ED,Grilly
E32064,ED,Kilconny
E32065,ED,Kill
E32066,ED,Killashandra
E32067,ED,Killykeen
E32068,ED,Kilnaleck
E32069,ED,Knappagh
E32070,ED,Larah North
E32071,ED,Larah South
E32072,ED,Milltown
E32073,ED,Moynehall
E32074,ED,Rakenny
E32075,ED,Redhill
E32076,ED,Springfield
E32077,ED,Stradone
E32078,ED,Tullyvin East
E32079,ED,Tullyvin West
E32080,ED,Waterloo
E32081,ED,Derrylahan
E32083,ED,Dowra
E32084/32082,ED,Dunmakeever / Derrynananta
E32085,ED,Eskey
E32086/32087,ED,Killinagh / Teebane
E32088,ED,Tuam
E32089,ED,Drumlumman
E32090,ED,Kilcogy
E32091,ED,Kilgolagh
E32092,ED,Loughdawan
E32093,ED,Scrabby
E33001,ED,Buncrana Urban
E33002,ED,Bundoran Urban
E33003,ED,Letterkenny Urban
E33004,ED,Ballintra
E33005,ED,Ballyshannon Rural
E33006,ED,Ballyshannon Urban
E33007,ED,Bundoran Rural
E33008,ED,Carrickboy
E33009,ED,Cavangarden
E33010,ED,Cliff
E33011,ED,Ballintra
E33012,ED,An Bhinn Bhán
E33013,ED,Bonnyglen
E33014,ED,Clogher
E33015,ED,Corkermore
E33016,ED,Donegal
E33017,ED,Dunkineely
E33018,ED,Eanymore
E33019,ED,Grousehall
E33020,ED,Haugh
E33021,ED,Inver
E33022,ED,Laghy
E33023,ED,Loch Iascaigh
E33024,ED,Pettigoe
E33025,ED,Tantallon
E33026,ED,Tawnawully
E33027,ED,Templecarn
E33028,ED,Tullynaught
E33029,ED,Ards
E33030,ED,Críoch na Sméar
E33031,ED,An Craoslach
E33032,ED,Na Croisbhealaí
E33033,ED,Caisleán na dTuath
E33034,ED,Dún Fionnachaidh
E33035,ED,Dún Lúiche
E33036,ED,Gort an Choirce
E33037,ED,Machaire Chlochair
E33038,ED,Mín an Chladaigh
E33039,ED,Anagaire
E33040,ED,Árainn Mhór
E33041,ED,Ard an Rátha
E33042,ED,Cró Bheithe
E33043,ED,Cró Chaorach
E33044,ED,Crownarad
E33045,ED,Dawros
E33046,ED,An Dúchoraidh
E33047,ED,An Clochán Liath
E33048,ED,Baile na Finne
E33049,ED,Gleann Cholm Cille
E33050,ED,Gleann Gheis
E33051,ED,Gleann Léithín
E33052,ED,Na Gleannta
E33053,ED,An Ghrafaidh
E33054,ED,Inis Caoil
E33055,ED,Cill Charthaigh
E33056,ED,Cill Ghabhlaigh
E33057,ED,Killybegs
E33058,ED,An Leargaidh Mhór
E33059,ED,Leitir Mhic an Bhaird
E33060,ED,Maas
E33061,ED,An Machaire
E33062,ED,Málainn Bhig
E33063,ED,Maol Mosóg
E33064,ED,Inis Mhic an Doirn
E33065,ED,Tieveskeelta
E33066,ED,Ardmalin
E33067,ED,Ballyliffin
E33068,ED,Birdstown
E33069,ED,Buncrana Rural
E33070,ED,Burt
E33071,ED,Carndonagh
E33072,ED,Carthage
E33073,ED,Castlecary
E33074,ED,Castleforward
E33075,ED,Culdaff
E33076,ED,Desertegny
E33077,ED,Dunaff
E33078,ED,Fahan
E33079,ED,Glennagannon
E33080,ED,Gleneely
E33081,ED,Glentogher
E33082,ED,Greencastle
E33083,ED,Illies
E33084,ED,Inch Island
E33085,ED,Kilderry
E33086,ED,Killea
E33087,ED,Malin
E33088,ED,Mintiaghs
E33089,ED,Moville
E33090,ED,Newtown Cunningham
E33091,ED,Redcastle
E33092,ED,Straid
E33093,ED,Three Trees
E33094,ED,Turmone
E33095,ED,Whitecastle
E33096,ED,Ballymacool
E33097,ED,Castlewray
E33098,ED,Mín an Lábáin
E33099,ED,Corravaddy
E33100,ED,Edenacarnan
E33101,ED,Gartán
E33102,ED,Gortnavern
E33103,ED,Killymasny
E33104,ED,Kincraigy
E33105,ED,Letterkenny Rural
E33106,ED,Magheraboy
E33107,ED,Manorcunningham
E33108,ED,Suí Corr
E33109,ED,Templedouglas
E33110,ED,Ballyarr
E33111,ED,Carraig Airt
E33112,ED,An Cheathrú Chaol
E33113,ED,Creamhghort
E33114,ED,Fánaid Thuaidh
E33115,ED,Fánaid Thiar
E33116,ED,Glen
E33117,ED,Glenalla
E33118,ED,Grianfort
E33119,ED,Killygarvan
E33120,ED,Kilmacrenan
E33121,ED,Cnoc Colbha
E33122,ED,Loch Caol
E33123,ED,Millford
E33124,ED,Rathmelton
E33125,ED,Rathmullan
E33126,ED,Ros Goill
E33127,ED,Rosnakill
E33128,ED,An Tearmann
E33129,ED,Allt na Péiste
E33130,ED,Castlefinn
E33131,ED,An Clochán
E33132,ED,Cloghard
E33133,ED,Clonleigh North
E33134,ED,Clonleigh South
E33135,ED,Convoy
E33136,ED,Dooish
E33137,ED,Feddyglass
E33138,ED,Figart
E33139,ED,Gleneely
E33140,ED,Goland
E33141,ED,Killygordon
E33142,ED,Knock
E33143,ED,Lettermore
E33144,ED,Mín Charraigeach
E33145,ED,Raphoe
E33146,ED,St. Johnstown
E33147,ED,Stranorlar
E33148,ED,Treantaghmucklagh
E33149,ED,Urney West
E34001,ED,Carrickmacross Urban
E34002,ED,Castleblayney Urban
E34003,ED,Clones Urban
E34004,ED,Monaghan Urban
E34005,ED,Ballymackney
E34006,ED,Bocks
E34007,ED,Carrickmacross Rural
E34008,ED,Corracharra
E34009,ED,Crossalare
E34010,ED,Donaghmoyne
E34011,ED,Drumboory
E34012,ED,Drumcarrow
E34013,ED,Drumgurra
E34014,ED,Enagh
E34015,ED,Inishkeen
E34016,ED,Kilmurry
E34017,ED,Kiltybegs
E34018,ED,Loughfea
E34019,ED,Raferagh
E34020,ED,Annayalla
E34021,ED,Ballybay Rural
E34022,ED,Ballybay Urban
E34023,ED,Bellatrain
E34024,ED,Broomfield
E34025,ED,Carrickaslane
E34026,ED,Carrickatee
E34027,ED,Castleblayney Rural
E34028,ED,Church Hill
E34029,ED,Creeve
E34030,ED,Cremartin
E34031,ED,Greagh
E34032,ED,Laragh
E34033,ED,Mullyash
E34034,ED,Aghabog
E34035,ED,Anny
E34036,ED,Clones Rural
E34037,ED,Cormeen
E34038,ED,Currin
E34039,ED,Dawsongrove
E34040,ED,Drum
E34041,ED,Drummully
E34042,ED,Killeevan
E34043,ED,Killynenagh
E34044,ED,Lisnaveane
E34045,ED,Newbliss
E34046,ED,St. Tierney
E34047,ED,Anketell Grove
E34048,ED,Bellanode
E34049,ED,Bragan
E34050,ED,Caddagh
E34051,ED,Castleshane
E34052,ED,Clones
E34053,ED,Clontibret
E34054,ED,Derrygorry
E34055,ED,Drumhillagh
E34056,ED,Drumsnat
E34057,ED,Emyvale
E34058,ED,Enagh
E34059,ED,Figullar
E34060,ED,Glaslough
E34061,ED,Killylough
E34062,ED,Kilmore
E34063,ED,Monaghan Rural
E34064,ED,Rackwallace
E34065,ED,Scotstown
E34066,ED,Shanmullagh
E34067,ED,Sheskin
E34068,ED,Tedavnet
E34069,ED,Tehallan
E34070,ED,Tullycorbet
